LOMAKE;K1A1;K1A2;K1A2L;K1A3;K1A3L;K1A4;K1A5;K1A6;K1A8L;K1B;K2A1;K2A2;K2A3;K2A4;K2A5;K2A6;K2A8;K2A9;K3A1;K3A2;K3A3;K3A4;K3A5;K3A6;K3A7;K3A8;K3A9;K3A10;K3A11;K3A12;K3A13;K3A14;K3A15;K4A1L;K4A2L;K4A3L;K4A4L;K3B;T1;T1L;T2;T20L;T21A;T21B;T21C;T21D;T3A;T3B;T3C;T3D;T4A;T4A1;T4A2;T4B1;T4B2;T4C;T4D;T4E;T4F;T4G;T5A;T5B;T5C;T5D;T5E;T5S;T5U;T6;T7;T8;T9A;T9B;T9C;T9D;T9E;T9F;T9G;T9H;T10;T11;T12;T13;T14;T15;JUNA_ASEMA;LAHTOLAITURI;LINJA;LIIKENNEMUOTO;ALUE;SUUNTA;VAUNUTYYPPI;VAUNUNRO;ALUS;TASTE;SAA;PAIVAMAARA;KAUSI;JOKERI;TUTKIJA;KIELI;KOHDE;LIIKENNOITSIJA;PAINO
440285;5;3;;4;;4;4;4;;4;4;5;5;;5;4;;;;;;;;;;;5;3;1;2;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1960;2;;;1;;;;;;49;;;1;3;2;;;122A;2;2010;2;;642;;4;2;17.6.2014 8:56;2;;5501;1;SEU7;NOF;25.802313215575
440286;4;4;;4;;4;4;4;;4;4;4;4;;3;3;;;;;;;;;;;4;4;4;4;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1953;2;1;;;;;;;;49;;;2;3;1;;;122A;2;2010;2;;642;;4;2;17.6.2014 8:56;2;;5501;1;SEU7;NOF;25.802313215575
440287;4;3;;5;;5;5;5;;5;3;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;1;;4;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1952;2;;1;;;;;;;49;;;3;3;2;;;122A;2;2010;2;;642;;4;2;17.6.2014 8:56;2;;5501;1;SEU7;NOF;25.802313215575
440288;4;5;;4;;4;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;3;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1996;2;;;;1;;;;;49;;;1;2;2;;;121A;2;2010;2;;663;;3;2;17.6.2014 8:26;2;;5501;1;SEU7;NOF;20.8786410479369
440289;;3;;3;;5;5;5;;4;;4;4;4;4;5;;;;;;;;;;;4;4;4;4;;;;;;;;;2;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1954;2;1;;;;;;;;91;;;1;1;1;;;121A;2;2010;2;;663;;3;2;17.6.2014 8:26;2;;5501;1;SEU7;NOF;20.8786410479369
440290;4;3;;5;;5;4;4;;4;5;5;5;5;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;4;3;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1983;2;1;;;;;;;;49;;;1;2;2;;;121A;2;2010;2;;663;;3;2;17.6.2014 8:26;2;;5501;1;SEU7;NOF;20.8786410479369
440291;4;2;;4;;4;4;4;;4;4;5;5;5;5;5;;;;;;;;;;;5;5;4;;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1953;1;;1;;;;;;;49;;;2;2;2;;;145N;2;2010;2;;567;;3;1;17.6.2014 7:42;2;;5501;1;SEU9;VEO;3.19941187856383
440292;4;3;;4;;5;5;4;;4;5;5;5;4;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;4;;2;;;;;;;;1;;;;;;;;;;;;;1;;;;;;2;1943;1;;;;;;1;;;49;;;3;3;2;;;121A;2;2010;2;;663;;3;2;17.6.2014 8:26;2;;5501;1;SEU7;NOF;20.8786410479369
440293;4;;;4;;5;4;4;;4;4;5;5;;5;5;;;;;;;;;;;5;4;2;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1976;2;;1;;;;;;;49;;;2;2;2;;;121A;2;2010;2;;663;;3;2;17.6.2014 8:26;2;;5501;1;SEU7;NOF;20.8786410479369
440294;4;;;4;;;3;3;;3;2;4;3;4;5;3;;;;;;;;;;;4;4;1;1;;;;;;;;3;2;;3;;;;;;1;;;;;;;;;;;;;;;;;;1;;;1;1982;2;1;;;;;;;;49;;;2;2;2;;;145N;2;2010;2;;567;;3;1;17.6.2014 7:42;2;;5501;1;SEU9;VEO;3.19941187856383
440295;4;2;;4;;4;3;4;;4;5;4;4;4;5;3;;;;;;;;;;;3;3;3;4;;;;;;;;3;2;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1950;1;;1;;;;;;;49;;;2;2;2;;;158;2;2010;2;;898;;3;1;17.6.2014 7:24;2;;5501;1;SEU122;NOF;25.8910795888649
440296;3;;;3;;3;4;4;;;5;5;5;;5;3;;;;;;;;;;;5;5;;1;;;;;;;;3;1;;3;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1953;1;;;1;;;;;;49;;;2;2;2;;;145N;2;2010;2;;567;;3;1;17.6.2014 7:42;2;;5501;1;SEU9;VEO;3.19941187856383
440297;4;5;;5;;5;4;4;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1953;1;;;1;;;;;;49;;;2;2;1;;;145N;2;2010;2;;567;;3;1;17.6.2014 7:42;2;;5501;1;SEU9;VEO;3.19941187856383
440298;4;4;;4;;4;4;4;;5;4;4;5;5;5;5;;;;;;;;;;;5;3;3;3;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1995;1;1;;;;;;;;49;;;1;1;2;;;145N;2;2010;2;;567;;3;1;17.6.2014 7:42;2;;5501;1;SEU9;VEO;3.19941187856383
440299;4;;;5;;4;3;3;;4;5;4;4;5;5;3;;;;;;;;;;;4;4;5;5;;;;;;;;4;4;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1954;1;1;1;;;;;;;49;;;3;3;2;;;145N;2;2010;2;;567;;3;1;17.6.2014 7:42;2;;5501;1;SEU9;VEO;3.19941187856383
440300;4;3;;3;;5;4;4;;3;5;4;3;3;4;2;;;;;;;;;;;4;4;2;2;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1949;1;;1;;;;;;;49;;;2;2;2;;;154;2;2010;2;;464;;3;1;17.6.2014 7:07;2;;5501;1;SEU12;VEO;34.474329541142
440301;4;;;3;;4;5;5;;5;5;5;5;;5;3;;;;;;;;;;;4;4;;4;;;;;;;;4;2;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1980;1;;1;;;;;;;49;;;3;4;2;;;158;2;2010;2;;898;;3;1;17.6.2014 7:24;2;;5501;1;SEU122;NOF;25.8910795888649
440302;4;4;;3;;4;5;5;;4;4;5;5;4;5;5;;;;;;;;;;;4;5;2;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1977;2;;1;;;;;;;49;;;1;2;2;;;158;2;2010;2;;898;;3;1;17.6.2014 7:24;2;;5501;1;SEU122;NOF;25.8910795888649
440303;4;3;;3;;5;3;3;;4;4;5;4;4;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1975;1;1;;;;;;;;49;;;2;;2;;;158;2;2010;2;;898;;3;1;17.6.2014 7:24;2;;5501;1;SEU122;NOF;25.8910795888649
440304;4;4;;4;;4;4;4;;4;4;3;2;1;5;3;;;;;;;;;;;4;4;2;2;;;;;;;;3;2;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1967;2;;1;;;;;;;49;;;1;3;2;;;158;2;2010;2;;898;;3;1;17.6.2014 7:24;2;;5501;1;SEU122;NOF;25.8910795888649
440305;5;;;5;;5;5;5;;5;4;5;5;;5;4;;;;;;;;;;;5;5;;;;;;;;;;4;1;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1952;2;;1;;;;;;;49;;;3;3;2;;;158;2;2010;2;;898;;3;1;17.6.2014 7:24;2;;5501;1;SEU122;NOF;25.8910795888649
440306;4;4;;3;;5;5;4;;4;3;4;4;4;4;4;;;;;;;;;;;5;4;2;2;;;;;;;;4;3;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1990;2;;1;;;;;;;49;;;1;2;2;;;154;2;2010;2;;464;;3;1;17.6.2014 7:07;2;;5501;1;SEU12;VEO;34.474329541142
440307;4;;;4;;3;4;4;;4;4;5;3;;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1987;2;1;;;1;;;;;49;;;2;1;2;;;154;2;2010;2;;464;;3;1;17.6.2014 7:07;2;;5501;1;SEU12;VEO;34.474329541142
440308;5;4;;4;;4;3;4;;4;5;5;4;4;4;4;;;;;;;;;;;4;4;2;2;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1952;1;;1;;;;;;;49;;;2;2;2;;;154;2;2010;2;;464;;3;1;17.6.2014 7:07;2;;5501;1;SEU12;VEO;34.474329541142
440309;4;;;4;;5;4;3;;4;4;4;4;5;5;4;;;;;;;;;;;4;3;2;3;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1967;1;;1;;;;;;;49;;;4;4;2;;;154;2;2010;2;;464;;3;1;17.6.2014 7:07;2;;5501;1;SEU12;VEO;34.474329541142
440310;4;;;4;;5;5;4;;4;5;5;4;5;5;3;;;;;;;;;;;4;3;2;2;;;;;;;;5;1;;4;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1963;1;;1;;;;;;;49;;;1;3;2;;;154;2;2010;2;;464;;3;1;17.6.2014 7:07;2;;5501;1;SEU12;VEO;34.474329541142
440311;5;5;;5;;5;5;5;;5;5;5;5;;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1964;1;1;;;;;;;;92;;;3;3;2;;;620;2;2010;1;;724;;2;2;25.6.2014 18:00;2;;5716;1;SEU108;HELB;35.0415323302173
440312;4;;;4;;5;5;;;5;5;5;5;4;5;3;;;;;;;;;;;4;4;4;4;;;;;;;;4;4;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1957;2;1;;;;;;;;92;;;2;3;2;;;731;2;2010;1;;191;;1;2;25.6.2014 17:05;2;;5716;1;SEU110;VEO;25.5372560781625
440313;4;3;;4;;5;3;4;;4;5;5;4;5;4;3;;;;;;;;;;;4;4;1;1;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1960;2;1;;;;;;;;91;;;1;2;2;;;731;2;2010;1;;191;;1;2;25.6.2014 17:05;2;;5716;1;SEU110;VEO;25.5372560781625
440314;4;4;;4;;5;4;3;;4;4;5;4;3;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1955;1;;1;;;;;;;92;;;2;3;;;;731;2;2010;1;;191;;1;2;25.6.2014 17:05;2;;5716;1;SEU110;VEO;25.5372560781625
440315;4;4;;4;;5;5;4;;4;5;5;5;5;5;3;;;;;;;;;;;3;3;1;1;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1976;1;;1;;;;;;;92;;;1;2;2;;;731;2;2010;1;;191;;1;2;25.6.2014 17:05;2;;5716;1;SEU110;VEO;25.5372560781625
440316;4;;;5;;5;4;5;;4;5;5;5;4;5;5;;;;;;;;;;;5;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1957;1;;1;;;;;;;92;;;1;2;2;;;731;2;2010;1;;191;;1;2;25.6.2014 17:05;2;;5716;1;SEU110;VEO;25.5372560781625
440317;4;4;;3;;5;5;5;;5;;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;623;2;2010;1;;87;;1;2;25.6.2014 17:45;2;;5716;1;SEU127+;VEO;22.3660535597979
440318;4;4;;4;;5;4;3;;4;4;5;4;4;4;4;;;;;;;;;;;3;3;1;1;;;;;;;;4;2;;1;;;;;;;;1;;;;;;;;;;;;1;;;;;;;1;1994;2;1;;;;;;;;92;;;2;2;2;;;732;2;2010;1;;454;;2;2;25.6.2014 16:50;2;;5716;1;SEU43;VEO;20.1013087768293
440319;3;4;;2;;5;4;3;;3;4;5;4;4;;3;;;;;;;;;;;3;3;3;3;;;;;;;;4;1;;2;;;;;;;1;;1;;;;;;;;;;;1;;;;;;;1;1997;2;;;;;;;;;92;;;1;1;2;;;732;2;2010;1;;454;;2;2;25.6.2014 16:50;2;;5716;1;SEU43;VEO;20.1013087768293
440320;5;2;;4;;4;4;4;;4;;5;5;;5;5;;;;;;;;;;;3;3;1;1;;;;;;;;3;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1993;2;1;;;;;;;;92;;;2;2;2;;;732;2;2010;1;;454;;2;2;25.6.2014 16:50;2;;5716;1;SEU43;VEO;20.1013087768293
440321;3;3;;3;;4;3;3;;4;5;5;4;3;4;4;;;;;;;;;;;4;4;3;4;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1958;2;;1;;;;;;;92;;;3;4;2;;;732;2;2010;1;;454;;2;2;25.6.2014 16:50;2;;5716;1;SEU43;VEO;20.1013087768293
440322;5;5;;4;;4;5;5;;4;5;5;5;;5;5;;;;;;;;;;;5;5;2;2;;;;;;;;4;1;;2;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1;1968;2;1;;;;;;;;92;;;1;2;2;;;732;2;2010;1;;454;;2;2;25.6.2014 16:50;2;;5716;1;SEU43;VEO;20.1013087768293
440323;5;;;4;;5;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;4;4;1;2;;;;;;;;5;3;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1957;1;1;;;;;;;;245;;;2;2;2;;;518;2;2010;1;;759;;1;2;25.6.2014 16:30;2;;5716;1;SEU126;NOF;4.49705711184144
440324;4;;;4;;4;4;3;;4;4;4;3;4;4;3;;;;;;;;;;;4;4;;;;;;;;;;4;4;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1972;1;;;1;;;;;;999;;;4;4;2;;;518;2;2010;1;;759;;1;2;25.6.2014 16:30;2;;5716;1;SEU126;NOF;4.49705711184144
440325;4;4;;3;;4;4;3;;4;5;5;4;;5;4;;;;;;;;;;;4;5;1;1;;;;;;;;3;2;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1972;1;;1;;;;;;;91;;;3;2;2;;;518;2;2010;1;;759;;1;2;25.6.2014 16:30;2;;5716;1;SEU126;NOF;4.49705711184144
440326;4;4;;4;;5;4;4;;5;5;5;5;;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1956;2;1;;;;;;;;92;;;2;2;2;;;732;2;2010;1;;454;;2;2;25.6.2014 16:50;2;;5716;1;SEU43;VEO;20.1013087768293
440327;4;4;;4;;4;5;4;;5;4;5;4;5;5;5;;;;;;;;;;;5;5;5;4;;;;;;;;5;4;;2;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1;1989;2;1;;;;;;;;91;;;1;1;2;;;612;2;2010;1;;732;;2;2;25.6.2014 15:45;2;;5716;1;SEU37;NOF;11.7056918761491
440328;4;4;;3;;4;5;5;;4;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;4;;1;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;1980;2;;1;;;;;;;91;;;1;2;2;;;612;2;2010;1;;732;;2;2;25.6.2014 15:45;2;;5716;1;SEU37;NOF;11.7056918761491
440329;4;3;;3;;4;4;3;;4;5;5;4;;5;4;;;;;;;;;;;5;4;;;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1955;2;;1;;;;;;;92;;;2;2;2;;;734;2;2010;1;;351;;1;2;25.6.2014 15:35;2;;5716;1;SEU43;VEO;28.4069356981912
440330;5;4;;5;;5;5;5;;5;5;5;4;5;5;5;;;;;;;;;;;5;5;3;3;;;;;;;;5;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1974;1;1;;;;;;;;92;;;1;1;1;;;734;2;2010;1;;351;;1;2;25.6.2014 15:35;2;;5716;1;SEU43;VEO;28.4069356981912
440331;5;3;;4;;5;4;4;;5;5;5;5;4;4;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;734;2;2010;1;;351;;1;2;25.6.2014 15:35;2;;5716;1;SEU43;VEO;28.4069356981912
440332;5;5;;5;;5;4;4;;5;5;5;4;4;5;4;;;;;;;;;;;5;5;4;4;;;;;;;;4;4;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1974;2;1;;;;;;;;999;;;2;3;2;;;612;2;2010;1;;732;;2;2;25.6.2014 15:45;2;;5716;1;SEU37;NOF;11.7056918761491
440333;5;;;5;;5;3;3;;5;5;5;5;5;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1965;1;;1;;;;;;;92;;;1;3;2;;;518;2;2010;1;;759;;1;2;25.6.2014 16:30;2;;5716;1;SEU126;NOF;4.49705711184144
440334;4;3;;4;;3;3;;;4;4;4;3;4;4;2;;;;;;;;;;;4;2;3;3;;;;;;;;4;3;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1961;2;;1;;;;;;;999;;;3;3;2;;;518;2;2010;1;;759;;1;2;25.6.2014 16:30;2;;5716;1;SEU126;NOF;4.49705711184144
440335;3;;;4;;;4;4;;;5;5;4;4;5;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;4;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1955;1;;1;;;;;;;49;;;1;1;2;;;518;2;2010;1;;759;;1;2;25.6.2014 16:30;2;;5716;1;SEU126;NOF;4.49705711184144
440336;5;5;;5;;4;4;3;;5;5;5;4;;5;5;;;;;;;;;;;5;4;4;5;;;;;;;;5;3;;2;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;1964;1;1;;;;;;;;92;;;2;2;2;;;612;2;2010;1;;732;;2;2;25.6.2014 15:45;2;;5716;1;SEU37;NOF;11.7056918761491
440337;4;4;;4;;4;4;4;;3;;5;4;;4;3;;;;;;;;;;;4;4;1;1;;;;;;;;4;4;;2;;;;;;;;;1;;;;;;;;;;;;;1;;;;;2;1980;2;;1;;;;;;;999;;;3;;1;;;612;2;2010;1;;732;;2;2;25.6.2014 15:45;2;;5716;1;SEU37;NOF;11.7056918761491
440338;4;5;;4;;5;5;4;;4;5;5;4;3;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1990;2;1;;;;;;;;92;;;1;1;2;;;612;2;2010;1;;732;;2;2;25.6.2014 15:45;2;;5716;1;SEU37;NOF;11.7056918761491
440339;;;;2;;1;2;1;;1;5;4;1;3;5;4;;;;;;;;;;;5;4;1;1;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1992;2;1;;;1;;;;;91;;;1;2;2;;;519;2;2010;2;;304;;2;2;25.6.2014 15:05;2;;5716;1;SEU108;HELB;45.1070488401962
440340;4;2;;3;;4;3;3;;4;4;5;5;5;5;4;;;;;;;;;;;4;3;2;3;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1994;1;1;;;;;;;;91;;;2;2;2;;;519;2;2010;2;;304;;2;2;25.6.2014 15:05;2;;5716;1;SEU108;HELB;45.1070488401962
440341;4;;;4;;4;4;4;;4;5;4;4;5;5;3;;;;;;;;;;;5;4;2;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1965;2;;1;;;;;;;91;;;1;1;2;;;519;2;2010;2;;304;;2;2;25.6.2014 15:05;2;;5716;1;SEU108;HELB;45.1070488401962
440342;4;;;5;;5;4;5;;5;5;5;5;4;5;5;;;;;;;;;;;5;4;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519;2;2010;2;;304;;2;2;25.6.2014 15:05;2;;5716;1;SEU108;HELB;45.1070488401962
440343;5;;;5;;;4;4;;4;;5;4;4;5;5;;;;;;;;;;;5;5;4;4;;;;;;;;4;4;;2;;;;;;;;;1;;;;;;;;;;;;1;;;;;;1;1961;2;1;;;;;;;;91;;;1;1;2;;;519;2;2010;2;;304;;2;2;25.6.2014 15:05;2;;5716;1;SEU108;HELB;45.1070488401962
440344;5;;;5;;5;5;5;;5;3;4;4;4;5;5;;;;;;;;;;;5;4;1;2;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1990;2;;;;1;;;;;91;;;1;2;2;;;550;2;2010;1;;1314;;2;1;24.6.2014 8:00;2;2;5716;1;SEU147;HELB;73.8397476966083
440345;4;4;;4;;4;4;4;;4;4;5;5;5;5;5;;;;;;;;;;;5;5;4;4;;;;;;;;5;1;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1964;1;;;1;;;;;;91;;;1;3;2;;;550;2;2010;1;;1314;;2;1;24.6.2014 8:00;2;2;5716;1;SEU147;HELB;73.8397476966083
440346;5;;;5;;5;5;5;;5;4;5;5;5;5;5;;;;;;;;;;;5;4;;;;;;;;;;5;1;;4;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1967;2;;1;;;;;;;91;;;2;3;2;;;550;2;2010;1;;1314;;2;1;24.6.2014 8:00;2;2;5716;1;SEU147;HELB;73.8397476966083
440347;3;2;;4;;3;3;1;;4;4;5;4;4;5;5;;;;;;;;;;;5;5;3;4;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1956;2;;1;;;;;;;91;;;3;4;2;;;550;2;2010;1;;1314;;2;1;24.6.2014 8:00;2;2;5716;1;SEU147;HELB;73.8397476966083
440348;;;;4;;5;5;5;;3;3;3;1;5;5;4;;;;;;;;;;;4;4;2;2;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1963;2;1;;;;;;;;92;;;2;2;2;;;550;2;2010;1;;1323;;2;1;24.6.2014 7:35;2;2;5716;1;SEU147;HELB;73.8397476966083
440349;5;4;;5;;5;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1959;2;;1;;;;;;;91;;;2;2;2;;;550;2;2010;1;;1323;;2;1;24.6.2014 7:35;2;2;5716;1;SEU147;HELB;73.8397476966083
440350;3;2;;3;;3;5;5;;3;3;4;4;4;4;5;;;;;;;;;;;4;4;2;2;;;;;;;;4;1;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1956;2;;1;;;;;;;91;;;2;2;2;;;550;2;2010;1;;1323;;2;1;24.6.2014 7:35;2;2;5716;1;SEU147;HELB;73.8397476966083
440351;3;3;;2;;4;4;4;;4;1;5;2;;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;3;1;;4;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1978;2;1;;;;;;;;91;;;2;2;2;;;550;2;2010;1;;1323;;2;1;24.6.2014 7:35;2;2;5716;1;SEU147;HELB;73.8397476966083
440352;3;2;;4;;4;4;4;;3;4;3;2;3;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1959;2;;1;;;;;;;91;;;2;1;2;;;550;2;2010;1;;1323;;2;1;24.6.2014 7:35;2;2;5716;1;SEU147;HELB;73.8397476966083
440353;4;;;5;;5;5;5;;5;3;5;5;;5;5;;;;;;;;;;;4;4;2;2;;;;;;;;4;1;;2;;;;;;1;1;;;;;;;;;;;;;1;;;;;;;1;1985;2;;;;;;;;;91;;;1;2;2;;;550;2;2010;1;;1312;;2;1;24.6.2014 7:50;2;2;5716;1;SEU147;HELB;73.8397476966083
440354;3;4;;4;;4;2;3;;4;4;4;4;4;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;1;;;;;;;;;;;;;1;;;;;;;2;1988;2;;1;;;;;;;91;;;2;2;2;;;550;2;2010;1;;1312;;2;1;24.6.2014 7:50;2;2;5716;1;SEU147;HELB;73.8397476966083
440355;3;4;;4;;4;4;4;;4;4;5;5;5;5;4;;;;;;;;;;;5;5;3;3;;;;;;;;4;4;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1955;2;;;1;;;;;;1;;;2;3;2;;;550;2;2010;1;;1312;;2;1;24.6.2014 7:50;2;2;5716;1;SEU147;HELB;73.8397476966083
440356;5;4;;5;;5;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;2;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1964;2;;1;;;;;;;91;;;2;2;2;;;550;2;2010;1;;1312;;2;1;24.6.2014 7:50;2;2;5716;1;SEU147;HELB;73.8397476966083
440357;3;;;3;;4;3;3;;4;2;3;3;4;4;4;;;;;;;;;;;;4;2;3;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;1;;;;;;1;1962;2;1;;;;;;;;91;;;1;2;2;;;550;2;2010;1;;1312;;2;1;24.6.2014 7:50;2;2;5716;1;SEU147;HELB;73.8397476966083
440358;4;5;;4;;5;4;3;;4;4;4;5;5;;4;;;;;;;;;;;4;3;3;3;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;550;2;2010;1;;1312;;2;1;24.6.2014 7:50;2;2;5716;1;SEU147;HELB;73.8397476966083
440359;3;3;;2;;4;4;4;;3;4;4;3;3;4;4;;;;;;;;;;;4;4;2;2;;;;;;;;2;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1960;2;1;;;;;;;;257;;;1;1;2;;;611;2;2010;1;;917;;1;2;23.6.2014 16:55;2;;5716;1;SEU36;ESLL;23.5860824609624
440360;5;4;;5;;4;3;4;;4;5;5;4;3;5;4;;;;;;;;;;;5;5;;;;;;;;;;5;4;;2;;;;;;;;1;;;;;;;;;;;;;;1;;;;;1;1957;1;1;;;;;;;;92;;;4;3;1;;;611;2;2010;1;;917;;1;2;23.6.2014 16:55;2;;5716;1;SEU36;ESLL;23.5860824609624
440361;3;3;;4;;4;5;5;;5;5;5;5;;5;4;;;;;;;;;;;3;3;2;2;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1973;1;;;1;;;;;;92;;;1;2;2;;;611;2;2010;1;;917;;1;2;23.6.2014 16:55;2;;5716;1;SEU36;ESLL;23.5860824609624
440362;3;3;;3;;3;3;3;;3;3;3;3;3;3;3;;;;;;;;;;;4;4;4;4;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1988;1;1;;;;;;;;92;;;1;3;2;;;611;2;2010;1;;917;;1;2;23.6.2014 16:55;2;;5716;1;SEU36;ESLL;23.5860824609624
